texts;coherence_results;consistency_results;relevance_results;fluency_results;comments
<br><br> Anna: Mum, I have a awful stomachache. <br><br> Joanna: Oh, dear, when did you get it? <br><br> Anna: At night, and it won’t stop:-( <br><br> Joanna: Is it something you ate? <br><br> Anna: Maybe. I'm not sure. <br><br> Joanna: What did you have for breakfast? <br><br> Anna: The usual, cereal with milk and a banana. <br><br> Joanna: Maybe the milk was bad. <br><br> Anna: It didn't smell bad. <br><br> Joanna: Maybe the banana was bad. <br><br> Anna: No, the banana was delicious. <br><br> Joanna: Maybe you just need to go to the bathroom. <br><br> Anna: No, that's not the problem. <br><br> Joanna: Maybe it will go away in a little while. <br><br> Anna: I wish it would :-( <br><br> Anna: Hopefully. If not, maybe we should go and see a doctor. <br><br> Joanna: Yeah, I think so... <br><br> Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help.  <br><br> Joanna: Please do, I’m in my room... <br><br> Anna: Will be in ten minutes:-) <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Anna has a stomachache. She had cereal with milk and a banana for breakfast. Joanna is in her room. Anna will get her a hot tea with fresh mint leaves in ten minutes.;5;5;4;5;Any comments?
<br><br> Anna: Mum, I have a awful stomachache. <br><br> Joanna: Oh, dear, when did you get it? <br><br> Anna: At night, and it won’t stop:-( <br><br> Joanna: Is it something you ate? <br><br> Anna: Maybe. I'm not sure. <br><br> Joanna: What did you have for breakfast? <br><br> Anna: The usual, cereal with milk and a banana. <br><br> Joanna: Maybe the milk was bad. <br><br> Anna: It didn't smell bad. <br><br> Joanna: Maybe the banana was bad. <br><br> Anna: No, the banana was delicious. <br><br> Joanna: Maybe you just need to go to the bathroom. <br><br> Anna: No, that's not the problem. <br><br> Joanna: Maybe it will go away in a little while. <br><br> Anna: I wish it would :-( <br><br> Anna: Hopefully. If not, maybe we should go and see a doctor. <br><br> Joanna: Yeah, I think so... <br><br> Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help.  <br><br> Joanna: Please do, I’m in my room... <br><br> Anna: Will be in ten minutes:-) <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Anna has a stomachache . Joanna will get her a hot tea with some fresh mint leaves .;5;5;4;5;Any comments?
<br><br> Anna: Mum, I have a awful stomachache. <br><br> Joanna: Oh, dear, when did you get it? <br><br> Anna: At night, and it won’t stop:-( <br><br> Joanna: Is it something you ate? <br><br> Anna: Maybe. I'm not sure. <br><br> Joanna: What did you have for breakfast? <br><br> Anna: The usual, cereal with milk and a banana. <br><br> Joanna: Maybe the milk was bad. <br><br> Anna: It didn't smell bad. <br><br> Joanna: Maybe the banana was bad. <br><br> Anna: No, the banana was delicious. <br><br> Joanna: Maybe you just need to go to the bathroom. <br><br> Anna: No, that's not the problem. <br><br> Joanna: Maybe it will go away in a little while. <br><br> Anna: I wish it would :-( <br><br> Anna: Hopefully. If not, maybe we should go and see a doctor. <br><br> Joanna: Yeah, I think so... <br><br> Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help.  <br><br> Joanna: Please do, I’m in my room... <br><br> Anna: Will be in ten minutes:-) <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Anna has a stomachache. Joanna will get her a hot tea with some fresh mint leaves. Anna will see a doctor in 10 minutes.;5;4;4;5;Any comments?
<br><br> Anna: Mum, I have a awful stomachache. <br><br> Joanna: Oh, dear, when did you get it? <br><br> Anna: At night, and it won’t stop:-( <br><br> Joanna: Is it something you ate? <br><br> Anna: Maybe. I'm not sure. <br><br> Joanna: What did you have for breakfast? <br><br> Anna: The usual, cereal with milk and a banana. <br><br> Joanna: Maybe the milk was bad. <br><br> Anna: It didn't smell bad. <br><br> Joanna: Maybe the banana was bad. <br><br> Anna: No, the banana was delicious. <br><br> Joanna: Maybe you just need to go to the bathroom. <br><br> Anna: No, that's not the problem. <br><br> Joanna: Maybe it will go away in a little while. <br><br> Anna: I wish it would :-( <br><br> Anna: Hopefully. If not, maybe we should go and see a doctor. <br><br> Joanna: Yeah, I think so... <br><br> Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help.  <br><br> Joanna: Please do, I’m in my room... <br><br> Anna: Will be in ten minutes:-) <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Anna has a stomachache. She had cereal with milk and a banana for breakfast. She doesn't know what it is. She will see a doctor in ten minutes.;5;4;4;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> emily and julie wish merry christmas to each other .;5;5;5;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie: <file_photo> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 Julie: Merry Christmas and a lovely mood throughout  the whole year, darling Emily: Thank you, for you too <3 Julie: Thanks :* <file_photo> <file_photo>;1;5;2;3;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie: <file_photo> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 Julie: Merry Christmas and a lovely mood throughout  the whole year, darling Emily: Thank you, for you too <3 Julie: Thanks :* <file_photo> <file_photo>;1;5;2;3;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Emily is sending Julie a photo of Christmas .;4;5;2;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie is sending Julie a picture of Julie's Christmas.;3;1;2;4;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie wishes Emily a merry Christmas and a lovely mood throughout the whole year.;4;5;4;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie and Emily exchange Christmas wishes.;4;5;5;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie and Emily wish each other Merry Christmas .;4;5;5;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Emily and Julie wish each other Merry Christmas and a happy New Year.;5;3;5;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie and Emily wish each other a Merry Christmas.;5;5;5;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie and Emily wish each other a merry Christmas.;5;5;5;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie and Emily wish each other a Merry Christmas .;5;5;5;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Emily wishes Julie a merry Christmas.;5;5;4;5;Any comments?
<br><br> Julie: <file_photo> <br><br> Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄 <br><br> Julie: Merry Christmas and a lovely mood throughout  the whole year, darling <br><br> Emily: Thank you, for you too <3 <br><br> Julie: Thanks :* <file_photo> <file_photo> <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Julie sends Emily a message of Merry Christmas.;3;4;3;4;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> ethan didn't come to the party last night because he is in los angeles . abigail didn't know about it . ethan will be back in a couple of days , the he will reach out to abigail .;5;5;4;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> :/ Ethan: I am currently in Los Angeles dat's why it was impossible for me Abigail: When did you leave for LA? I would be back after 3 or 2 days Abigail: Let me know when you reach back Ethan: Sure. :o  You didnt even tell me Ethan: Why did you wanted know about it ?;1;5;2;3;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Abigail: Why didn't you attend the part last night? :/ Ethan: I am currently in Los Angeles dat's why it was impossible for me Abigail: When did you leave for LA? :o  You didnt even tell me Ethan: Why did you wanted know about it ?;1;5;2;3;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Abigail is in Los last night . Ethan and Abigail will meet soon .;2;2;2;3;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Abigail didn't attend the last night when Ethan is back.;3;1;1;1;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan didn't attend the part last night because he is in Los Angeles. He will be back in 3 or 2 days. Ethan and Abigail will meet soon.;5;5;4;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan didn't attend the part last night because he's in Los Angeles.;4;5;3;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan didn ' t attend the part last night , he was in Los Angeles . Abigail is worried that Ethan was out of town . Ethan will be back in 3 or 2 days .;5;4;4;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan is in Los Angeles. Abigail didn't know that Ethan left for LA. He will be back in 3 or 2 days.;5;5;3;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan didn't attend the part last night because he is in Los Angeles. He will be back in 3 or 2 days.;5;5;3;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan didn't attend the part last night because he is in Los Angeles. He will be back in 3 or 2 days. He and Abigail will meet soon.;5;5;4;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan didn't attend the part last night because he is in Los Angeles . He will be back after 3 or 2 days . Abigail and Ethan will meet soon .;5;5;4;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan didn't attend the part last night because he is in Los Angeles. Abigail is angry because he didn't tell her about it. Ethan will be back after 3 or 2 days.;5;5;4;5;Any comments?
<br><br> Abigail: Why didn't you attend the part last night? :/ <br><br> Ethan: I am currently in Los Angeles dat's why it was impossible for me <br><br> Abigail: When did you leave for LA? :o  You didnt even tell me <br><br> Ethan: Why did you wanted know about it ? <br><br> Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good <br><br> Ethan: Don't worry. I would be back after 3 or 2 days <br><br> Abigail: Let me know when you reach back <br><br> Ethan: Sure. Will meet soon <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ethan didn't attend the part last night because he is in Los Angeles. He will be back after 3 or 2 days.;5;5;3;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> alice and sean will wash the car on their way tomorrow .;4;5;5;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean: Hey, I won't be able to take the car to the carwash Sean: They want me to finish report first :( Alice: shoot, but it's crazily dirty Alice: Will we have tomorrow? Sean: <file_gif> Sean: We can leave a bit earlier or get it washed somewhere on the road Alice: it might be  good idea, let's do it tomorrow then Sean: great!;1;5;2;3;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean: Hey, I won't be able to take the car to the carwash Sean: They want me to finish report first :( Alice: shoot, but it's crazily dirty Alice: Will we have tomorrow? Sean: <file_gif> Sean: We can leave a bit earlier or get it washed somewhere on the road Alice: it might be  good idea, let's do it tomorrow then Sean: great!;1;5;2;3;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean will take the car to the carwash .;4;5;3;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean and Sean want to finish the car. They will have a report on tomorrow.;1;1;2;2;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean and Alice will go to the carwash tomorrow.;4;4;3;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean won't be able to take the car to the carwash as he has to finish a report. Alice and Sean will leave the car earlier tomorrow and it will be washed somewhere on the road.;5;4;5;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Alice and Sean will take their car to the carwash tomorrow .;4;4;4;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Alice and Sean are going to take the dirty car to the carwash tomorrow.;4;4;4;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean won't be able to take the car to the carwash, because he has to finish his report first. Alice and Sean will go there tomorrow.;4;4;4;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean won't be able to take the car to the carwash as he has to finish his report first. He and Alice will go there tomorrow.;5;4;4;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean won't be able to take the car to the carwash because he has to finish his report first . He and Alice will go to the wash tomorrow .;5;4;4;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Alice and Sean will go to the carwash tomorrow. Sean needs to finish his report first.;5;4;4;5;Any comments?
<br><br> Sean: Hey, I won't be able to take the car to the carwash <br><br> Sean: They want me to finish report first :( <br><br> Alice: shoot, but it's crazily dirty <br><br> Alice: Will we have tomorrow? <br><br> Sean: <file_gif> <br><br> Sean: We can leave a bit earlier or get it washed somewhere on the road <br><br> Alice: it might be  good idea, let's do it tomorrow then <br><br> Sean: great! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Sean won't be able to take the car to the carwash tomorrow. Sean and Alice will leave earlier and get it washed somewhere on the road.;5;3;4;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> laura and jack are about to meet . jack is running 10 minutes late .;5;5;5;5;Any comments?
<br><br> Jack: I'm 10 min late.. <br><br> Jack: sorry <br><br> Laura: no worries, I'll wait inside <br><br> Jack: ok. <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Jack: I'm 10 min late.. Jack: sorry Laura: no worries, I'll wait inside Jack: ok.;1;5;3;3;Any comments?
